event_id,student_id,course_id,term,outcome,notes
EVT_00489,STU_0233,DES101,Fall 2024,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00490,STU_0276,DATA301,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00491,STU_0249,EDGE101,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00492,STU_0121,FIN401,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00493,STU_0167,AI310,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00494,STU_0051,CLOUD301,Spring 2026,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00495,STU_0193,AI305,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00496,STU_0249,STAT101,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00497,STU_0313,CS500,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00498,STU_0070,CS500,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00499,STU_0139,SEC301,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00500,STU_0292,CS201,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00501,STU_0239,CS500,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00502,STU_0176,AI305,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00503,STU_0314,CS308,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00504,STU_0268,SEC500,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00505,STU_0237,BIO301,Fall 2024,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00506,STU_0127,SE301,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00507,STU_0114,CS303,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00508,STU_0023,DES101,Spring 2026,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00509,STU_0259,SYS101,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00510,STU_0246,DATA201,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00511,STU_0043,CS102,Spring 2026,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00512,STU_0068,SEC401,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00513,STU_0047,MATH101,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00514,STU_0083,CS500,Fall 2024,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00515,STU_0238,HCI201,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00516,STU_0190,DATA500,Fall 2024,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00517,STU_0037,AI410,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00518,STU_0152,PROD401,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00519,STU_0314,SEC305,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00520,STU_0172,CS201,Fall 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00521,STU_0057,AI410,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00522,STU_0021,SEC405,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00523,STU_0287,CS205,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00524,STU_0172,CLOUD301,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00525,STU_0298,SEC305,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00526,STU_0137,HCI500,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00527,STU_0033,AI401,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00528,STU_0257,EDGE202,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00529,STU_0273,CS405,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00530,STU_0034,SYS305,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00531,STU_0201,DATA301,Fall 2025,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00532,STU_0040,WEB201,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00533,STU_0076,PROD500,Spring 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00534,STU_0267,MATH101,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00535,STU_0278,PROD201,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00536,STU_0228,MATH101,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00537,STU_0012,AI310,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00538,STU_0176,CS430,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00539,STU_0272,FIN401,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00540,STU_0068,CS415,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00541,STU_0117,SYS500,Fall 2025,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00542,STU_0025,CS301,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00543,STU_0086,CS305,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00544,STU_0090,CS303,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00545,STU_0022,CS420,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00546,STU_0190,DATA305,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00547,STU_0018,CS420,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00548,STU_0230,CS305,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00549,STU_0013,SYS405,Spring 2026,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00550,STU_0235,CS420,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00551,STU_0280,HCI500,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00552,STU_0152,AI500,Fall 2025,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00553,STU_0294,CS301,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00554,STU_0058,SYS500,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00555,STU_0283,SEC201,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00556,STU_0317,AI305,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00557,STU_0168,CS201,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00558,STU_0114,BIO301,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00559,STU_0276,BIO401,Fall 2024,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00560,STU_0202,SYS305,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00561,STU_0310,EDGE101,Fall 2024,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00562,STU_0185,SYS401,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00563,STU_0219,AI401,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00564,STU_0146,DATA410,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00565,STU_0229,SYS201,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00566,STU_0228,SE405,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00567,STU_0218,SE405,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00568,STU_0307,SYS201,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00569,STU_0244,EDGE202,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00570,STU_0303,AI405,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00571,STU_0140,SE405,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00572,STU_0291,HCI201,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00573,STU_0196,CS405,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00574,STU_0155,CS410,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00575,STU_0238,AI305,Fall 2024,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00576,STU_0079,HCI301,Fall 2025,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00577,STU_0242,STAT201,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00578,STU_0252,SE301,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00579,STU_0142,PROD500,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00580,STU_0186,SYS500,Spring 2026,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00581,STU_0244,STAT201,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00582,STU_0295,MATH101,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00583,STU_0030,CS301,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00584,STU_0070,SEC401,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00585,STU_0185,SE405,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00586,STU_0150,EDGE202,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00587,STU_0094,DATA201,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00588,STU_0162,CS410,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00589,STU_0186,DATA201,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00590,STU_0007,HCI201,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00591,STU_0249,SE401,Fall 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00592,STU_0084,WEB201,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00593,STU_0114,SYS305,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00594,STU_0040,SEC201,Spring 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00595,STU_0246,DATA410,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00596,STU_0072,FIN401,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00597,STU_0156,DATA101,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00598,STU_0073,AI310,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00599,STU_0067,MATH205,Spring 2026,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00600,STU_0058,MATH201,Fall 2024,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00601,STU_0221,DES101,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00602,STU_0263,CS201,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00603,STU_0130,DES101,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00604,STU_0006,DATA201,Fall 2024,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00605,STU_0106,SEC301,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00606,STU_0015,SYS201,Spring 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00607,STU_0143,DATA410,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00608,STU_0257,CLOUD301,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00609,STU_0297,CS102,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00610,STU_0145,CS308,Fall 2024,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00611,STU_0051,AI301,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00612,STU_0302,DATA305,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00613,STU_0055,DATA305,Fall 2025,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00614,STU_0218,AI301,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00615,STU_0161,STAT201,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00616,STU_0070,PROD500,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00617,STU_0286,DES101,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00618,STU_0060,AI410,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00619,STU_0160,FIN401,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00620,STU_0149,PROD401,Spring 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00621,STU_0244,AI401,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00622,STU_0252,WEB201,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00623,STU_0044,STAT201,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00624,STU_0303,WEB201,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00625,STU_0102,DATA405,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00626,STU_0207,STAT201,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00627,STU_0256,BIO301,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00628,STU_0205,SEC401,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00629,STU_0208,SEC500,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00630,STU_0233,WEB201,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00631,STU_0255,AI310,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00632,STU_0028,CS205,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00633,STU_0092,AI405,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00634,STU_0319,DATA201,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00635,STU_0267,PROD500,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00636,STU_0255,SEC500,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00637,STU_0277,MATH101,Fall 2024,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00638,STU_0061,AI410,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00639,STU_0193,FIN401,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00640,STU_0091,CS410,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00641,STU_0069,CS415,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00642,STU_0057,SEC500,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00643,STU_0081,HCI500,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00644,STU_0254,AI405,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00645,STU_0146,CS430,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00646,STU_0024,PROD201,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00647,STU_0299,DATA101,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00648,STU_0220,DATA410,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00649,STU_0029,SE301,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00650,STU_0160,MATH205,Fall 2024,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00651,STU_0059,DATA405,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00652,STU_0167,SYS101,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00653,STU_0217,EDGE101,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00654,STU_0241,MATH101,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00655,STU_0200,CS430,Fall 2024,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00656,STU_0052,SEC305,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00657,STU_0174,CS308,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00658,STU_0224,SEC301,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00659,STU_0039,AI301,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00660,STU_0153,SYS405,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00661,STU_0048,DATA201,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00662,STU_0291,EDGE202,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00663,STU_0178,MATH201,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00664,STU_0154,HCI401,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00665,STU_0206,PROD301,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00666,STU_0281,DATA305,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00667,STU_0265,DATA305,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00668,STU_0240,FIN301,Spring 2026,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00669,STU_0031,EDGE201,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00670,STU_0076,CLOUD301,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00671,STU_0154,HCI401,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00672,STU_0033,SEC305,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00673,STU_0147,CS305,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00674,STU_0121,SYS405,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00675,STU_0099,DATA101,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00676,STU_0159,DATA500,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00677,STU_0224,PROD401,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00678,STU_0140,HCI201,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00679,STU_0143,DATA301,Fall 2024,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00680,STU_0249,MATH101,Fall 2024,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00681,STU_0043,CS420,Fall 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00682,STU_0209,SEC405,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00683,STU_0072,CLOUD301,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00684,STU_0257,STAT201,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00685,STU_0047,CLOUD301,Fall 2024,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00686,STU_0161,DATA401,Spring 2026,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00687,STU_0121,PROD401,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00688,STU_0090,AI301,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00689,STU_0131,CS201,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00690,STU_0058,CS420,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00691,STU_0127,BIO301,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00692,STU_0189,CS415,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00693,STU_0311,SYS101,Fall 2024,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00694,STU_0123,PROD301,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00695,STU_0186,STAT201,Spring 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00696,STU_0199,CS102,Spring 2026,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00697,STU_0131,CS410,Fall 2024,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00698,STU_0121,CS410,Spring 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00699,STU_0083,FIN401,Fall 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00700,STU_0209,SYS101,Fall 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00701,STU_0252,AI500,Spring 2026,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00702,STU_0171,PROD401,Fall 2024,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00703,STU_0134,HCI500,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00704,STU_0309,CS430,Spring 2026,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00705,STU_0027,DATA305,Spring 2026,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00706,STU_0070,CS101,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00707,STU_0157,CS420,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00708,STU_0128,EDGE201,Spring 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00709,STU_0211,CS420,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00710,STU_0069,HCI301,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00711,STU_0168,CS401,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00712,STU_0189,DATA305,Spring 2026,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00713,STU_0293,AI305,Fall 2024,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00714,STU_0286,AI310,Fall 2024,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00715,STU_0102,HCI301,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00716,STU_0317,PROD401,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00717,STU_0189,CS308,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00718,STU_0270,HCI401,Spring 2026,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00719,STU_0254,STAT201,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00720,STU_0098,FIN301,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00721,STU_0196,PROD201,Spring 2026,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00722,STU_0308,AI301,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00723,STU_0097,SE405,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00724,STU_0075,DATA101,Fall 2025,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00725,STU_0121,BIO401,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00726,STU_0235,MATH205,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00727,STU_0166,SYS401,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00728,STU_0217,PROD301,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00729,STU_0031,STAT101,Fall 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00730,STU_0242,SEC401,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00731,STU_0259,AI405,Fall 2025,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00732,STU_0190,PROD201,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
